EXC_1	EXC_2	INH_1	INH_2
ENSMUSG00000094661___Ccl19	17.40983	27.420597	7.692613	6.643983
ENSMUSG00000094662___Defa36	0	0	0	0
ENSMUSG00000094663___Gm25626	0	0	0	0
ENSMUSG00000094664___Rpl35a-ps6	3.145665	2.719426	0.677401	2.123495
ENSMUSG00000094665___Gm24873	0	0	0	0
ENSMUSG00000094667___Gm24872	30.607002	29.928873	51.184563	38.884628
ENSMUSG00000094668___Gm24871	0.142125	0	3.146434	0.534509
ENSMUSG00000094669___Olfr441	0	0	0	0
ENSMUSG00000094670___Gm22006	0	0	0	0
ENSMUSG00000094672___Vmn2r25	0	0	0	0
ENSMUSG00000094673___Olfr1354	0	0	0	0
ENSMUSG00000094675___Astx4b	0	0	0	0
ENSMUSG00000094676___Gm10105	0.753724	0	0	0.665252
ENSMUSG00000094677___Gm22008	0	0	0	0
ENSMUSG00000094678___Olfr857	0.566575	0	0	0.267275
ENSMUSG00000094679___Gm21721	0	0	0	0
ENSMUSG00000094680___Vmn1r121	0	0	0	0
ENSMUSG00000094681___Gm25740	0	0	0	0
ENSMUSG00000094682___Gm6902	0	0	0	0
ENSMUSG00000094683___Ap3m1-ps	0.292934	2.004742	2.005492	0.597719
ENSMUSG00000094684___Gm16456	0	0	0	0
ENSMUSG00000094685___Gm5900	0	0	0	0
ENSMUSG00000094686___Ccl21a	9.153367	14.212977	1.418407	3.069882
ENSMUSG00000094687___Defa25	0	0	0	0
ENSMUSG00000094688___Mir467a-7	4.473819	4.119741	5.569425	10.892577
ENSMUSG00000094689___Ighv1-81	0	0	0	0
ENSMUSG00000094690___1600014C23Rik	0	0	0	0
ENSMUSG00000094691___Gm22908	0	0	0	0
ENSMUSG00000094692___Olfr738	0	0	0	0
ENSMUSG00000094693___Gm4726	0	0	0	0
ENSMUSG00000094694___Ighv1-9	0	0	0	0
ENSMUSG00000094695___Gm21953	19.895462	26.388321	10.457583	9.625154
ENSMUSG00000094696___Gm6632	0	0	0	0
ENSMUSG00000094698___Gm14596	0	0	0	0
ENSMUSG00000094699___Gm28637	0	0	0	0
ENSMUSG00000094700___Vmn1r158	0	0	0	0
ENSMUSG00000094701___Olfr916	0	0	0	0
ENSMUSG00000094702___Gm24485	0	0	0	0
ENSMUSG00000094703___Gm24486	0	0	0	0
ENSMUSG00000094704___Gm24487	6.338272	36.700111	7.523942	33.85886
ENSMUSG00000094706___Gm10338	0	0.23931	0	0
ENSMUSG00000094707___A830019P07Rik	1.613997	0.553873	3.867808	3.204594
ENSMUSG00000094708___Gm10359	11.92169	8.226707	12.822129	8.485629
ENSMUSG00000094709___Gm24488	6.18725	0.441821	10.212458	5.792807
ENSMUSG00000094710___Gm22823	0	0	0	0
ENSMUSG00000094712___Gm15099	0	0	0	0
ENSMUSG00000094713___Gm22822	4.441245	10.091558	10.798086	13.374511
ENSMUSG00000094714___Gm16430	0	0	0	0
ENSMUSG00000094715___Gm17078	0	0	0	0
ENSMUSG00000094717___Gm22821	0	0	0	0
ENSMUSG00000094718___Gm22825	0.03812	0.095435	0.008213	0.199882
ENSMUSG00000094719___Gm5108	0	0	0	0
ENSMUSG00000094720___n-R5s100	0	0	0	0
ENSMUSG00000094721___Olfr1462	0	0	0	0
ENSMUSG00000094722___AC125178.1	0	0	0	0
ENSMUSG00000094723___Gm23356	20.083511	20.719395	39.631165	20.023708
ENSMUSG00000094724___Rnaset2b	6.403285	8.520006	7.827699	10.697329
ENSMUSG00000094725___Gm15251	0	0	0	0
ENSMUSG00000094726___Gm23355	0	0	0	0
ENSMUSG00000094728___AC132444.2	0	0	0	0
ENSMUSG00000094729___Gm20747	0	0	0	0
ENSMUSG00000094730___Gm26178	0	0	0	0
ENSMUSG00000094732___1500015L24Rik	0	0.160957	1.030035	0.478815
ENSMUSG00000094733___Csta3	0	0	0	0
ENSMUSG00000094734___Olfr799	0	0	0	0
ENSMUSG00000094735___Vmn1r95	0	0	0	0
ENSMUSG00000094736___Gm4073	0	0	0	0
ENSMUSG00000094737___Gm17045	0.091235	0.247987	2.433277	1.862058
ENSMUSG00000094738___Gm26177	0.287858	0	0	0
ENSMUSG00000094739___Gm20806	0	0	0	0
ENSMUSG00000094741___AC140325.2	0	0	0	0
ENSMUSG00000094743___Mup-ps7	0	0	0	0
ENSMUSG00000094745___Olfr954	0	0	0	0
ENSMUSG00000094746___Gm20916	0	0	0	0
ENSMUSG00000094747___Olfr1307	0.023208	0	0	0.012431
ENSMUSG00000094748___Vmn1r255	0	0	0	0
ENSMUSG00000094750___Gm25019	0	0	0	0
ENSMUSG00000094751___Gm25018	1.100031	0	0	0
ENSMUSG00000094752___Vmn2r-ps129	0	0	0	0
ENSMUSG00000094753___Gm25017	14.126941	16.424931	23.688931	16.451563
ENSMUSG00000094754___Gm25020	1.100031	0	0	0
ENSMUSG00000094755___Olfr1453	0	0	0	0
ENSMUSG00000094757___Vmn1r242	0	0	0	0
ENSMUSG00000094758___Trav13d-2	0	0	0	0
ENSMUSG00000094759___Gm10487	0	0	0	0
ENSMUSG00000094760___n-R5s139	0	0	0	0
ENSMUSG00000094762___Gm10670	0	0	0	0
ENSMUSG00000094763___Gm1647	0.508858	0	0.241841	0.969525
ENSMUSG00000094764___Olfr346	0	0	0	0
ENSMUSG00000094765___Gm25523	32.350849	23.947834	39.586895	46.276775
ENSMUSG00000094766___Trav7-4	0	0	0	0
ENSMUSG00000094767___Gm8402	0	0	0	0
ENSMUSG00000094768___Gm25524	0	0	0	0
ENSMUSG00000094771___Gm23860	0	0	0	0
ENSMUSG00000094772___Rpl29-ps2	0.465474	1.311465	0.473513	0.919252
ENSMUSG00000094773___Gm21812	0	0	0	0
ENSMUSG00000094775___Gm2759	0	0	0	0
ENSMUSG00000094777___Hist1h2ap	5.030898	3.189868	6.677663	3.589626
ENSMUSG00000094778___Olfr143	0	0	0	0
ENSMUSG00000094779___Trav13n-2	0	0	0	0
ENSMUSG00000094780___Gm24659	0	0	0	0
ENSMUSG00000094782___Gm21256	0	0	0	0
ENSMUSG00000094784___Gm8122	0	0	0	0.194827
ENSMUSG00000094785___Gm24661	0	0	1.185021	0
ENSMUSG00000094786___Gm14403	11.253686	12.950525	14.458349	15.27633
ENSMUSG00000094787___Ighv1-54	0	0	0	0
ENSMUSG00000094789___Gm28490	0	0	0	0
ENSMUSG00000094790___Gm6625	0	0	0	0
ENSMUSG00000094791___AC126035.1	0	0	0	0
ENSMUSG00000094792___Trav10d	0	0	0	0
ENSMUSG00000094793___Mup12	0	0	0	0
ENSMUSG00000094794___Gm6019	0	0	0	0
ENSMUSG00000094796___BC147527	0	0	0.149335	0
ENSMUSG00000094797___Igkv6-15	0	0	0	0
ENSMUSG00000094799___AC125149.4	0	0	0	0
ENSMUSG00000094800___Gm9780	0.838294	0.512174	0.2053	0
ENSMUSG00000094801___n-R5s113	0	0	0	0
ENSMUSG00000094802___Samt1	0	0	0	0
ENSMUSG00000094803___Gm26072	0	0	0	0
ENSMUSG00000094804___Gm21977	0	0	0	0
ENSMUSG00000094805___Olfr311	0.260812	0.699897	0.198093	0.353244
ENSMUSG00000094806___Cyp2d10	0	0	0	0.118252
ENSMUSG00000094807___Gm24975	2.203326	0.122011	1.481276	3.673023
ENSMUSG00000094808___1810009J06Rik	0	0	0	0
ENSMUSG00000094810___Olfr907	0	0	0	0
ENSMUSG00000094811___Gm21103	0.221422	0.319034	0.316343	0.892244
ENSMUSG00000094812___Gm22614	9.927243	2.696811	3.583068	6.40499
ENSMUSG00000094813___Gm20777	0	0	0	0
ENSMUSG00000094814___Gm21973	0	0	0	0
ENSMUSG00000094815___Gm22615	4.400122	8.000431	4.909372	2.079609
ENSMUSG00000094817___Cphx3	0	0	0	0
ENSMUSG00000094818___Defa32	0	0	0	0
ENSMUSG00000094819___Olfr53	4.806633	3.173737	0.885196	1.105242
ENSMUSG00000094820___Gm23805	0	0	0	0
ENSMUSG00000094821___Gm21518	0	0	0	0
ENSMUSG00000094822___Olfr243	0	0	0	0.003967
ENSMUSG00000094823___n-R5s166	0	0	0	0
ENSMUSG00000094824___Gm23803	4.341788	4.843464	1.517186	0
ENSMUSG00000094825___Gm3194	3.162127	3.668484	4.93134	6.000174
ENSMUSG00000094826___Gm23804	242.304733	47.647816	67.042374	54.564903
ENSMUSG00000094827___Gm5327	0	0	0	0
ENSMUSG00000094828___Trav3-3	0	0	0	0
ENSMUSG00000094829___Gm21809	0	0	0	0
ENSMUSG00000094830___n-R5s194	0	0	0	0
ENSMUSG00000094831___Gm25474	13.288467	13.630502	11.155319	21.056622
ENSMUSG00000094832___Gm21846	7.910341	14.740572	31.32612	37.753174
ENSMUSG00000094833___Gm25473	0	0	0	0
ENSMUSG00000094834___Gm25472	0	0	0	0
ENSMUSG00000094836___AC123873.3	0	0	0	0
ENSMUSG00000094837___Gm25471	12.612592	17.271055	8.742373	13.745312
ENSMUSG00000094838___Gm20828	0	0	0	0
ENSMUSG00000094840___Muc3a	12.488415	19.605402	12.787011	19.059225
ENSMUSG00000094841___Gm10610	0.080061	0	0	0
ENSMUSG00000094842___Gm22639	8.791445	11.595923	12.864586	7.241063
ENSMUSG00000094843___Ppp1r2-ps1	0.266997	0.737336	0.338459	0.485721
ENSMUSG00000094845___Tmem95	0	0.152386	0.15595	0
ENSMUSG00000094846___Olfr1487	0	0	0	0
ENSMUSG00000094847___Gm22640	18.599512	18.396885	31.855406	20.776714
ENSMUSG00000094848___Gm22638	0	0	0	0
ENSMUSG00000094849___Vmn2r-ps18	0	1.162315	0	0.926821
ENSMUSG00000094850___Gm24319	0	0	0	0
ENSMUSG00000094852___Gm9034	0	0	0	0
ENSMUSG00000094854___Gm5334	0	0	0	0
ENSMUSG00000094855___AC133095.1	0	0	0	0
ENSMUSG00000094856___Gm21962	1.168989	1.143929	1.660308	1.450493
ENSMUSG00000094858___Olfr1297	0	0	0	0
ENSMUSG00000094860___Btbd35f27	0	0	0	0
ENSMUSG00000094861___Gm5072	0	0	0	0
ENSMUSG00000094862___Ighv1-56	0	0	0	0
ENSMUSG00000094864___Gm17521	0	0	0	0
ENSMUSG00000094865___Gm7426	0	0	0	0
ENSMUSG00000094866___Gm25947	0	0	0	0
ENSMUSG00000094868___Dlx6os2	0.627674	0.874846	4.696672	6.803695
ENSMUSG00000094870___Zfp131	44.348236	61.23806	51.62384	55.185516
ENSMUSG00000094872___Igkv9-120	0	0	0	0
ENSMUSG00000094873___Gm13812	0	0	0	0
ENSMUSG00000094874___AC132444.3	0	0	0	0
ENSMUSG00000094875___Gm23151	0	0	1.185021	0
ENSMUSG00000094876___Btbd35f18	0	0	0	0
ENSMUSG00000094877___Trav3n-3	0	0	0.761986	0.894858
ENSMUSG00000094878___Olfr130	0	0	0	0
ENSMUSG00000094879___Vmn1r129	0	0	0	0
ENSMUSG00000094880___Gm11109	0.299646	0.095321	2.147516	1.283314
ENSMUSG00000094881___H2al2c	0	0	0	0
ENSMUSG00000094883___Gm25121	126.842758	84.660461	154.456238	138.886673
ENSMUSG00000094884___Olfr105-ps	0	0.096885	0	0
ENSMUSG00000094885___Ott	0	0	0	0
ENSMUSG00000094886___Gm10784	0	0	0	0
ENSMUSG00000094887___AC163611.2	0	0	0	0
ENSMUSG00000094888___Gm25120	9.497201	10.2633	18.652477	10.531737
ENSMUSG00000094889___Gm25119	1.562544	2.772975	12.9275	14.054319
ENSMUSG00000094890___Gm22285	0.095718	0.184709	0.331786	0.151337
ENSMUSG00000094891___Olfr55	27.567408	31.245714	25.26236	32.318634
ENSMUSG00000094892___Vmn2r101	0	0	0	0
ENSMUSG00000094893___Gm4791	0	0	0	0
ENSMUSG00000094894___Mir465b-1	0	0	1.580025	0
ENSMUSG00000094895___Gm22286	0	0	0	0
ENSMUSG00000094896___Gm22287	6.445973	2.99896	10.986362	10.67547
ENSMUSG00000094897___Gm22288	0	0	0	0
ENSMUSG00000094898___Vmn1r201	0	0	0	0
ENSMUSG00000094901___Gm23576	0	0	0	0
ENSMUSG00000094902___Igkv10-95	0	0	0	0
ENSMUSG00000094903___Gm23575	18.631752	16.564564	33.557579	23.574795
ENSMUSG00000094904___H2al1d	0	0	0	0
ENSMUSG00000094905___Vmn1r155	0	0	0	0
ENSMUSG00000094906___Gm23573	84.794884	82.192032	50.800846	47.759838
ENSMUSG00000094910___D430019H16Rik	18.798241	19.080391	17.451715	18.47617
ENSMUSG00000094911___Gm21921	0	0	0	0
ENSMUSG00000094912___Gm26392	22.963804	30.586615	29.437782	36.04451
ENSMUSG00000094913___Gm9507	0	0	0	0.366783
ENSMUSG00000094914___Trav9d-2	0	0	0	0.197962
ENSMUSG00000094915___AC168977.2	0	0	0	0
ENSMUSG00000094916___Gm26391	0	0	0	0
ENSMUSG00000094917___Gm26390	18.203754	20.847677	34.774124	25.385244
ENSMUSG00000094918___Gm8765	0	0	0	0
ENSMUSG00000094919___Gm26389	14.035099	14.409404	20.904537	18.032103
ENSMUSG00000094920___Gm6605	0.786347	1.204941	0.58077	0.273198
ENSMUSG00000094921___Vmn2r112	0.259164	1.152886	0.504487	0.384217
ENSMUSG00000094922___Gm24759	16.986666	34.287037	35.952087	34.97311
ENSMUSG00000094923___Gm24760	107.099892	95.538651	116.494873	131.753952
ENSMUSG00000094925___Gm5798	0.130672	0	0	0.209183
ENSMUSG00000094926___Gm16533	0.849147	2.852273	1.912665	1.256356
ENSMUSG00000094927___Gm24761	7.297447	6.542473	19.52466	2.768542
ENSMUSG00000094928___1700122O11Rik	0	0	0	0
ENSMUSG00000094929___Gm3526	0.370516	0.713951	0.449602	0.549897
ENSMUSG00000094930___Igkv6-25	0	0	0	0
ENSMUSG00000094931___Vmn1r160	0	0	0	0
ENSMUSG00000094932___Gm2007	21.346819	23.507484	23.581966	24.603539
ENSMUSG00000094933___Mir683-2	0	0	0	1.173973
ENSMUSG00000094934___Vmn1r163	0	0	0	0
ENSMUSG00000094935___Gm9726	2.222776	2.953096	2.217981	2.448374
ENSMUSG00000094936___Rbm4	111.757607	131.282227	129.032059	119.351143
ENSMUSG00000094937___Gm23770	0	0	0	0
ENSMUSG00000094938___Gm23092	0	0	0	0
ENSMUSG00000094939___Gm21773	0	0	0	0
ENSMUSG00000094940___Ighv1-84	0	0	0	0
ENSMUSG00000094941___Gm15093	0	0	0	0
ENSMUSG00000094942___Gm3604	3.628595	4.217781	4.623954	3.825344
ENSMUSG00000094943___Gm25753	6.672913	3.962834	7.413735	8.499173
ENSMUSG00000094945___Rhox4a2	0	0	0	0
ENSMUSG00000094946___Gm25754	0	0	0	0
ENSMUSG00000094948___Gm21286	0	0	0	0
ENSMUSG00000094950___Vmn2r66	0	0	0	0
ENSMUSG00000094951___Ighv5-6	0	0	0	0
ENSMUSG00000094952___Mir3070b	69.190689	87.230957	78.344521	83.985214
ENSMUSG00000094954___Gm8011	0	0	0	0
ENSMUSG00000094955___Gm3699	0	0.894746	0	0.954831
ENSMUSG00000094956___n-R5s122	0	0	0	0
ENSMUSG00000094957___Ighd5-5	0	0	0	0
ENSMUSG00000094958___3110021N24Rik	8.161248	10.906118	14.083673	13.228915
ENSMUSG00000094959___Gm24112	1.484379	3.292825	0.556818	1.654878
ENSMUSG00000094960___Gm22417	16.941311	21.928755	19.286234	29.205688
ENSMUSG00000094962___Gm21954	62.949928	81.808723	48.173435	44.357258
ENSMUSG00000094963___Gm22418	0	0	0	0
ENSMUSG00000094964___Gm15101	0	0	0	0
ENSMUSG00000094965___Gm22416	4.050112	5.906438	9.884151	9.211683
ENSMUSG00000094966___Trav9-2	0	0	0	0
ENSMUSG00000094967___Obox4-ps18	0	0	0	0
ENSMUSG00000094968___Gm22419	0.399101	0.127054	0	0.082469
ENSMUSG00000094969___Gm22420	14.728188	13.343735	9.60243	13.379561
ENSMUSG00000094970___Olfr943	0	0	0	0
ENSMUSG00000094971___Gm25255	0	0	0	0
ENSMUSG00000094972___Gm25254	0	0	0	0
ENSMUSG00000094973___Eif4a3l1	0.226058	0	0	0
ENSMUSG00000094974___Rps19-ps2	0	0	0	0
ENSMUSG00000094975___Gm14595	0	0	0	0
ENSMUSG00000094976___Gm25257	0	0	0	0
ENSMUSG00000094977___Gm25256	0	0	0	0
ENSMUSG00000094978___Scgb1b20	0	0	0	0
ENSMUSG00000094979___Gm25253	0	0	1.904894	1.173973
ENSMUSG00000094980___Gm23727	0	0	0	0
ENSMUSG00000094981___Vmn1r251	0	0	0	0
ENSMUSG00000094982___Gm23725	35.386032	52.019981	35.417725	43.26144
ENSMUSG00000094983___Gm23726	5.828521	5.262859	3.219012	0
ENSMUSG00000094985___Topaz1	0	0	0	0.029174
ENSMUSG00000094986___Olfr1454	0	0	0	0
ENSMUSG00000094987___Snord116l15	35.716251	40.678555	46.519585	47.167316
ENSMUSG00000094989___Rpl9-ps4	0	0.170688	0	0
ENSMUSG00000094991___Gm21718	0	0	0	0
ENSMUSG00000094992___Fbxw25	0	0	0	0
ENSMUSG00000094993___Igkv4-51	0	0	0	0
ENSMUSG00000094994___Gm22046	36.649319	34.326225	38.984135	42.652031
ENSMUSG00000094995___Pate3	1.517198	0.823505	0.727539	0.779115
ENSMUSG00000094997___Gm22047	8.339311	8.984236	13.186114	16.014492
ENSMUSG00000094998___Gm22050	15.011468	14.57476	16.676073	28.119267
ENSMUSG00000094999___Gm17412	0.055942	0	0	0.20904
ENSMUSG00000095000___Gm25171	0	0	0	0
ENSMUSG00000095002___Olfr798	0	0	0	0
ENSMUSG00000095003___Gm25173	0	0	0	0
ENSMUSG00000095005___Astx6	0.285051	0.099731	0	0.481839
ENSMUSG00000095006___Mir465c-2	0	0	0	0
ENSMUSG00000095007___Igkv12-41	0	0	0	0
ENSMUSG00000095008___Astx1c	0	0	0	0
ENSMUSG00000095009___Gm25175	55.491112	56.643093	82.50193	75.078461
ENSMUSG00000095010___Gm23490	0.00644	0.034826	0.036502	0.022685
ENSMUSG00000095011___Gm20838	0	0	0	0
ENSMUSG00000095015___Gm16434	0.079868	0	0.08336	0.083098
ENSMUSG00000095016___Gm26285	3.968335	9.099506	7.154425	7.866713
ENSMUSG00000095017___Rps12-ps15	0	0	0	0
ENSMUSG00000095019___AC234645.1	0	0	0	0
ENSMUSG00000095020___Gm24020	6.905748	6.733195	4.345077	12.913698
ENSMUSG00000095021___Gm24021	17.207287	18.36203	33.841358	17.735264
ENSMUSG00000095022___Gm20765	0	0	0	0
ENSMUSG00000095023___Gm24019	2.755217	0	0	0
ENSMUSG00000095024___Gm5458	0	0.20682	0	0.074919
ENSMUSG00000095025___Gm24018	0	0	0	0
ENSMUSG00000095026___Gm3336	0	0	0.224834	0
ENSMUSG00000095027___Gm24017	0	0	0	0
ENSMUSG00000095028___Sirpb1b	0	0	0	0
ENSMUSG00000095029___Gm36079	0	0	0	0
ENSMUSG00000095030___Olfr1513	0.246196	0	0	0
ENSMUSG00000095031___Gm22348	22.811493	30.558598	42.825752	37.359077
ENSMUSG00000095032___Gm21310	0	0	0	0
ENSMUSG00000095033___Gm22349	0	0	0	0
ENSMUSG00000095034___Gm17577	0.014103	0	0	0.167232
ENSMUSG00000095035___Gm22346	0.040002	0.689044	0	0.301739
ENSMUSG00000095037___Gm22347	0	0	0	0
ENSMUSG00000095040___1700001J03Rik	0.462655	0.867288	1.12178	1.525206
ENSMUSG00000095041___AC149090.1	820.10144	161.159027	780.36676	151.711639
ENSMUSG00000095042___Gm12537	8.90983	6.504174	9.696691	8.050329
ENSMUSG00000095044___Gm6401	0	0	0	0
ENSMUSG00000095045___Gm22851	13.413061	10.103219	6.691153	25.583763
ENSMUSG00000095047___Gm22852	0	0	0	0
ENSMUSG00000095048___Gm11239	0	0	0	0
ENSMUSG00000095049___Gm21756	0	0	0	0
ENSMUSG00000095051___Gm25673	5.37889	1.114431	8.164514	9.216147
ENSMUSG00000095052___Gm25672	0	0	0	0.065831
ENSMUSG00000095053___Gm25671	0	0	0	0
ENSMUSG00000095054___Gm13146	5.052384	4.503455	2.464995	0.880479
ENSMUSG00000095056___Gm3159	0	0.050983	0	0.264912
ENSMUSG00000095057___Zfp353-ps	0	0	0	0
ENSMUSG00000095059___Gm25670	0	0	0	0
ENSMUSG00000095060___Gm26188	10.735904	15.85209	13.997862	14.757299
ENSMUSG00000095061___E030018B13Rik	8.462108	11.084362	9.482502	9.896069
ENSMUSG00000095063___Slx	0	0	0	0
ENSMUSG00000095064___Vmn1r135	0	0	0	0
ENSMUSG00000095065___Gm5947	0	0	0	0
ENSMUSG00000095066___Defa20	0	0	0	0
ENSMUSG00000095068___Gm26189	4.657139	2.086728	5.73683	8.404326
ENSMUSG00000095069___Gm26190	0	0.044368	0.056803	0
ENSMUSG00000095070___Gm24508	0	0	0	0
ENSMUSG00000095071___AF067061	0	0	0	0
ENSMUSG00000095072___Gm24509	0	0	0	0
ENSMUSG00000095073___n-R5s101	0	0	0	0
ENSMUSG00000095074___Gm3139	0	0	0	0
ENSMUSG00000095075___Olfr782	0	0	0	0
ENSMUSG00000095076___AC125178.2	0	0	0	0
ENSMUSG00000095078___Gm5866	0	0	0.182685	0
ENSMUSG00000095079___Igha	0	0	0	0
ENSMUSG00000095081___Vmn1r257	0	0	0	0
ENSMUSG00000095082___Gm15091	0	0	0	0
ENSMUSG00000095085___Gm25326	0	0	0	0
ENSMUSG00000095086___Gm25327	0	0	0	0
ENSMUSG00000095087___Gm25328	19.79027	26.545929	17.598114	21.581345
ENSMUSG00000095088___Trav11d	0	0	0	0
ENSMUSG00000095089___Gm7408	0	0	0	0
ENSMUSG00000095091___Gm23660	20.343605	30.881601	33.376522	35.651989
ENSMUSG00000095092___AC125149.5	0	0	0	0
ENSMUSG00000095093___Vmn2r111	0.075859	0.187827	0	0.131986
ENSMUSG00000095094___Gm23659	0	0	0	0
ENSMUSG00000095095___Olfr385	0	0	0	0
ENSMUSG00000095096___Vmn2r-ps17	0	0	0	0.156529
ENSMUSG00000095097___Gm23658	0.729624	0.411191	4.583712	1.590284
ENSMUSG00000095098___Ccdc85b	11.193015	9.62709	10.227119	10.382748
ENSMUSG00000095100___Gm22128	0.020765	0.010272	0.022808	0.016951
ENSMUSG00000095101___Gm13285	0.022573	0.025037	0.185963	0.085599
ENSMUSG00000095102___n-R5s167	0	0	0	0
ENSMUSG00000095103___Gm21171	0	0	0	0
ENSMUSG00000095104___Esp15	0	0	0	0
ENSMUSG00000095105___Edaradd	0.245807	0.211524	1.598392	2.006387
ENSMUSG00000095107___Vmn2r-ps10	0	0	0.264364	0.1608
ENSMUSG00000095108___Gm17467	0.020919	0	0	0.209041
ENSMUSG00000095110___1700003E24Rik	0	0	0	0.661249
ENSMUSG00000095111___Gm23713	1.100031	3.416306	0.846444	0.922407
ENSMUSG00000095112___Gm23712	1.08975	0	0	0
ENSMUSG00000095113___Gm3633	0	0	0	0
ENSMUSG00000095115___Itpripl2	0.294517	0.250242	0.236141	0.32902
ENSMUSG00000095116___Gm23714	0	0	0	0
ENSMUSG00000095117___Ighv8-9	0	0	0	0
ENSMUSG00000095118___Snord14d	0.004513	0.008178	0.005329	0.004352
ENSMUSG00000095119___Gm23711	14.611853	10.944232	5.832302	12.468154
ENSMUSG00000095121___Gm23216	0	0	0	1.173973
ENSMUSG00000095122___Gm23215	0	0	0	0
ENSMUSG00000095123___Gm21781	31.986832	40.746304	38.221451	38.422039
ENSMUSG00000095125___Vmn1r198	0	0	0	0
ENSMUSG00000095126___Trav6-7-dv9	0	0	0	0
ENSMUSG00000095127___Ighv1-82	0	0	0	0
ENSMUSG00000095128___Gm5709	0	0	0.166819	0.597567
ENSMUSG00000095129___Gm23217	1.829957	0	1.949193	0
ENSMUSG00000095130___Ighv1-39	0	0	0	0
ENSMUSG00000095131___n-R5s110	0	0	0	0
ENSMUSG00000095132___Rnu6	0	0.741188	1.185021	1.34952
ENSMUSG00000095133___Gm24897	6.908604	5.906698	0.542673	7.351043
ENSMUSG00000095134___Mid1-ps1	3.007366	15.412107	3.32701	14.780953
ENSMUSG00000095135___Gm21858	0	0	0	0
ENSMUSG00000095136___Gm12616	0	0	0.185509	0.05122
ENSMUSG00000095137___Rps12-ps17	0	0	0	0
ENSMUSG00000095138___Olfr781	0	0	0	0
ENSMUSG00000095139___Pou3f2	12.778429	12.196943	8.047833	8.122201
ENSMUSG00000095140___Gm24388	0	0	0	0
ENSMUSG00000095141___Gm28891	0	0	0	0
ENSMUSG00000095142___Gm24389	0	0	0	0
ENSMUSG00000095143___Hsd3b4	5.914551	7.239866	2.165215	2.721836
ENSMUSG00000095146___Gm24387	0	0	0	0
ENSMUSG00000095147___Mir3070a	67.311989	75.495972	83.484055	101.027603
ENSMUSG00000095148___Gm20873	0	0	0	0
ENSMUSG00000095149___Gm24390	0	0	0	0
ENSMUSG00000095150___Rps19-ps13	0.396609	0	0.115547	0.798621
ENSMUSG00000095151___Gm24028	5.160118	2.080939	5.625489	10.030542
ENSMUSG00000095152___Gm3657	0	0	0	0
ENSMUSG00000095153___Gm21095	0	0	0	0
ENSMUSG00000095154___Mir344i	17.562988	25.303402	33.557636	26.934669
ENSMUSG00000095155___Gm26032	38.206501	35.558636	43.855846	42.492111
ENSMUSG00000095156___Olfr1281	0	0	0	0
ENSMUSG00000095159___Tubb4b-ps1	12.712929	11.073222	20.773344	21.403469
ENSMUSG00000095160___Gm25548	1.78005	0.931719	3.522743	0
ENSMUSG00000095163___Vmn1r138	0	0	0	0
ENSMUSG00000095165___Gm25547	0	0	0	0
ENSMUSG00000095168___Gm4795	0	0	0	0
ENSMUSG00000095169___Gm25546	2.683408	4.094761	4.713151	3.103912
ENSMUSG00000095170___Ighv8-11	0	0	0	0
ENSMUSG00000095171___Taar7b	0	0	0	0
ENSMUSG00000095172___Gm20822	0	0	0	0
ENSMUSG00000095174___Gm20069	2.442269	2.473799	2.069981	2.401797
ENSMUSG00000095175___Gm22722	0	0	0	0
ENSMUSG00000095176___Gm22723	0	0	0	0
ENSMUSG00000095178___Gm22716	8.049756	21.676895	9.391567	8.22878
ENSMUSG00000095179___Gm21638	0	0	0	0
ENSMUSG00000095180___Rhox5	0	0	0	0
ENSMUSG00000095182___Gm26374	41.027706	17.199854	31.293596	49.413193
ENSMUSG00000095183___n-R5s138	0	0	0	0
ENSMUSG00000095184___Gm26375	2.532146	1.220109	5.41085	0
ENSMUSG00000095185___Vmn1r-ps75	0	0	0	0
ENSMUSG00000095186___Gm10718	0	0	0	0
ENSMUSG00000095187___Olfr1381	0	0	0	0
ENSMUSG00000095188___Gm26376	0	0	0	0
ENSMUSG00000095189___Olfr1472	0	0	0	0
ENSMUSG00000095190___Gm10668	0	0	0	0
ENSMUSG00000095191___Vmn1r249	0	0	0	0
ENSMUSG00000095192___Gm21529	0	0	0	0
ENSMUSG00000095193___Gm20939	5.861512	6.235775	3.914638	2.183681
ENSMUSG00000095194___Olfr936	0	0	0	0
ENSMUSG00000095195___Gm3005	2.535084	2.573181	5.944175	6.205589
ENSMUSG00000095196___Gm8305	0.243909	0.18705	0.512094	0.633856
ENSMUSG00000095197___Ighv1-59	0	0	0	0
ENSMUSG00000095198___Mir467a-3	3.658904	1.864388	9.08259	3.363886
ENSMUSG00000095199___Zfp967	40.198101	46.153694	46.794888	48.332439
ENSMUSG00000095200___Ighv1-7	0	0	0	0
ENSMUSG00000095201___Vmn1r91	0	0	0	0
ENSMUSG00000095202___Gm6100	0	0	0	0
ENSMUSG00000095203___Gm13810	0	0	0	0
ENSMUSG00000095204___Ighv1-52	0	0	0.79339	0
ENSMUSG00000095205___Snord93	4.57055	0	4.873607	1.008624
ENSMUSG00000095207___CR974586.1	4.576248	5.839147	3.247367	3.95854
ENSMUSG00000095209___Gm22398	0	0	0	0
ENSMUSG00000095210___Ighv5-9-1	0	0	0	0
ENSMUSG00000095212___Olfr473	0	0	0	0
